tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
1080.00;fuerzas_armadas_entrada_0;144.11;4.32;840.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_ffaa_L.35 routing_cost_ffaa_L.35;240.00;cost_ffaa_L.35;1;1304.15;0.94;0.00;97.58;liviano;;2;37.00
1082.00;madre_vieja_entrada_0;821.32;13.72;592.00;1.60;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.41 routing_ffaa_madre_L.41;490.00;ffaa_madre_L.41;1;3392.44;0.85;0.00;176.27;liviano;;4;95.00
1084.00;lecheria_entrada_1;316.19;13.99;706.00;0.40;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.49 routing_ffaa_lech_L.49;378.00;ffaa_lech_L.49;1;2906.39;0.90;0.00;127.71;liviano;;4;54.00
1085.00;fuerzas_armadas_entrada_0;144.11;5.18;648.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_cost_ffaa_L1.36 routing_cost_ffaa_L1.36;437.00;cost_ffaa_L1.36;1;2931.29;0.96;0.00;158.13;liviano;;4;51.00
1085.00;lecheria_entrada_0;316.19;20.17;721.00;1.00;fuerzas_armadas_salida_0;2.30;0.00;tripinfo_ffaa_lech_M.20 routing_ffaa_lech_M.20;364.00;ffaa_lech_M.20;1;2909.24;1.21;0.00;155.74;moto;;4;75.00
1085.00;bissau_entrada_0;41.56;6.55;727.00;7.00;av_rio_salida_0;5.10;0.00;tripinfo_res_bissau1.6 routing_res_bissau1.6;358.00;res_bissau1.6;1;2008.45;0.86;0.00;127.30;liviano;;2;94.00
1086.00;av_rio_entrada_0;228.82;10.04;677.00;0.20;lecheria_salida_0;5.10;0.00;tripinfo_lech_rio_L.47 routing_lech_rio_L.47;409.00;lech_rio_L.47;1;3274.49;0.91;0.00;93.54;liviano;;2;8.00
1087.00;costanera_entrada_1;84.07;11.04;869.00;5.00;lecheria_salida_0;2.30;0.00;tripinfo_lech_cost_M.24 routing_lech_cost_M.24;218.00;lech_cost_M.24;1;2229.33;1.42;0.00;101.58;moto;;1;6.00
1088.00;fuerzas_armadas_entrada_1;144.11;4.31;591.00;0.60;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.41 routing_madre_ffaa_L.41;497.00;madre_ffaa_L.41;1;3393.90;0.82;0.00;122.52;liviano;;3;49.00
1088.00;lecheria_entrada_0;316.19;11.82;605.00;0.20;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.42 routing_ffaa_lech_L.42;483.00;ffaa_lech_L.42;1;2906.39;0.73;0.00;174.63;liviano;;4;102.00
1090.00;fuerzas_armadas_entrada_0;144.11;5.49;666.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_cost_ffaa_L1.37 routing_cost_ffaa_L1.37;424.00;cost_ffaa_L1.37;1;2931.29;1.02;0.00;161.59;liviano;;4;37.00
1091.00;madre_vieja_entrada_0;821.32;11.15;606.00;1.20;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.42 routing_ffaa_madre_L.42;485.00;ffaa_madre_L.42;1;3392.44;0.74;0.00;136.21;liviano;;4;68.00
1091.00;lecheria_entrada_0;316.19;12.10;620.00;0.80;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.43 routing_ffaa_lech_L.43;471.00;ffaa_lech_L.43;1;2906.39;0.80;0.00;188.53;liviano;;4;99.00
1092.00;lecheria_entrada_1;316.19;15.97;677.00;0.20;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.47 routing_ffaa_lech_L.47;415.00;ffaa_lech_L.47;1;2906.39;0.96;0.00;175.60;liviano;;3;79.00
1093.00;lecheria_entrada_0;316.19;17.21;684.00;0.00;fuerzas_armadas_salida_0;2.30;0.00;tripinfo_ffaa_lech_M.19 routing_ffaa_lech_M.19;409.00;ffaa_lech_M.19;1;2909.19;1.07;0.00;194.01;moto;;3;88.00
1094.00;fuerzas_armadas_entrada_1;144.11;3.91;585.00;0.00;madre_vieja_salida_0;2.30;0.00;tripinfo_madre_ffaa_M.13 routing_madre_ffaa_M.13;509.00;madre_ffaa_M.13;1;3396.70;0.78;0.00;94.53;moto;;3;36.00
1094.00;costanera_entrada_0;84.07;7.17;840.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.70 routing_lech_cost_L.70;254.00;lech_cost_L.70;1;2226.53;0.94;0.00;82.53;liviano;;1;19.00
1094.00;lecheria_entrada_1;316.19;16.67;869.00;5.00;costanera_salida_0;2.30;0.00;tripinfo_cost_lech_M.36 routing_cost_lech_M.36;225.00;cost_lech_M.36;1;2233.65;1.01;0.00;81.51;moto;;1;37.00
1096.00;lecheria_entrada_0;316.19;12.70;692.00;0.80;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.48 routing_ffaa_lech_L.48;404.00;ffaa_lech_L.48;1;2906.39;0.79;0.00;119.26;liviano;;3;60.00
1100.00;fuerzas_armadas_entrada_0;144.11;4.62;605.00;0.20;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.42 routing_madre_ffaa_L.42;495.00;madre_ffaa_L.42;1;3393.90;0.93;0.00;162.81;liviano;;3;47.00
1101.00;fuerzas_armadas_entrada_1;144.11;5.58;634.00;0.40;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.44 routing_madre_ffaa_L.44;467.00;madre_ffaa_L.44;1;3393.90;1.03;0.00;161.62;liviano;;3;32.00
1103.00;fuerzas_armadas_entrada_1;144.11;5.55;648.00;0.00;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.45 routing_madre_ffaa_L.45;455.00;madre_ffaa_L.45;1;3393.90;1.05;0.00;155.80;liviano;;2;24.00
1104.00;costanera_entrada_0;84.07;5.66;832.00;4.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.69 routing_lech_cost_L.69;272.00;lech_cost_L.69;1;2231.71;0.72;0.00;52.81;liviano;;1;26.00
1104.00;lecheria_entrada_1;316.19;15.11;867.00;3.00;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.120 routing_cost_lech_L.120;237.00;cost_lech_L.120;1;2236.88;0.95;0.00;80.69;liviano;;1;36.00
1106.00;lecheria_entrada_0;316.19;13.45;857.00;0.20;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.119 routing_cost_lech_L.119;249.00;cost_lech_L.119;1;2230.85;0.84;0.00;74.63;liviano;;1;43.00
1107.00;fuerzas_armadas_entrada_0;144.11;3.97;562.00;0.40;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.39 routing_madre_ffaa_L.39;545.00;madre_ffaa_L.39;1;3393.90;0.73;0.00;136.15;liviano;;4;56.00
1108.00;lecheria_entrada_0;316.19;14.77;879.00;0.60;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.122 routing_cost_lech_L.122;229.00;cost_lech_L.122;1;2230.85;0.96;0.00;78.96;liviano;;1;27.00
1110.00;fuerzas_armadas_entrada_0;144.11;4.89;620.00;0.80;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.43 routing_madre_ffaa_L.43;490.00;madre_ffaa_L.43;1;3393.90;0.89;0.00;167.41;liviano;;3;80.00
1110.00;fuerzas_armadas_entrada_1;144.11;4.32;677.00;0.20;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.47 routing_madre_ffaa_L.47;433.00;madre_ffaa_L.47;1;3393.90;0.94;0.00;105.09;liviano;;1;52.00
1111.00;lecheria_entrada_0;316.19;14.88;720.00;0.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.50 routing_ffaa_lech_L.50;391.00;ffaa_lech_L.50;1;2906.39;0.90;0.00;140.44;liviano;;3;56.00
1112.00;fuerzas_armadas_entrada_0;144.11;5.05;756.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_cost_ffaa_L1.42 routing_cost_ffaa_L1.42;356.00;cost_ffaa_L1.42;1;2931.29;1.01;0.00;91.73;liviano;;2;7.00
1116.00;fuerzas_armadas_entrada_0;144.11;5.12;684.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_cost_ffaa_L1.38 routing_cost_ffaa_L1.38;432.00;cost_ffaa_L1.38;1;2931.26;1.06;0.00;178.42;liviano;;3;64.00
1123.00;av_rio_entrada_0;228.82;11.23;706.00;0.40;lecheria_salida_0;5.10;0.00;tripinfo_lech_rio_L.49 routing_lech_rio_L.49;417.00;lech_rio_L.49;1;3279.67;1.02;0.00;136.28;liviano;;3;84.00
1123.00;madre_vieja_entrada_0;821.32;21.92;723.00;3.00;res_salida_0;2.30;0.00;tripinfo_res_perrokero2.2 routing_res_perrokero2.2;400.00;res_perrokero2.2;1;3346.94;1.32;0.00;186.10;moto;;4;83.00
1123.00;costanera_entrada_0;84.07;6.76;867.00;3.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.72 routing_lech_cost_L.72;256.00;lech_cost_L.72;1;2231.71;0.91;0.00;80.32;liviano;;0;0.00
1125.00;costanera_entrada_1;84.07;7.01;876.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.73 routing_lech_cost_L.73;249.00;lech_cost_L.73;1;2231.71;0.94;0.00;79.72;liviano;;0;0.00
1125.00;bissau_entrada_0;41.56;5.76;962.00;2.00;lecheria_salida_0;5.10;0.00;tripinfo_res_bissau.8 routing_res_bissau.8;163.00;res_bissau.8;1;1255.67;0.83;0.00;48.04;liviano;;1;31.00
1126.00;madre_vieja_entrada_0;821.32;18.37;680.00;3.20;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.47 routing_ffaa_madre_L.47;446.00;ffaa_madre_L.47;1;3392.49;1.17;0.00;215.76;liviano;;4;140.00
1127.00;av_rio_entrada_0;228.82;10.18;663.00;0.60;lecheria_salida_0;5.10;0.00;tripinfo_lech_rio_L.46 routing_lech_rio_L.46;464.00;lech_rio_L.46;1;3170.09;0.92;0.00;169.60;liviano;;4;78.00
1127.00;fuerzas_armadas_entrada_0;144.11;4.44;702.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_cost_ffaa_L1.39 routing_cost_ffaa_L1.39;425.00;cost_ffaa_L1.39;1;2931.29;0.87;0.00;120.60;liviano;;4;72.00
1128.00;costanera_entrada_1;84.07;7.06;828.00;0.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L.23 routing_rio_cost_L.23;300.00;rio_cost_L.23;1;1548.75;0.94;0.00;129.27;liviano;;3;72.00
1128.00;costanera_entrada_0;84.07;5.12;853.00;1.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.71 routing_lech_cost_L.71;275.00;lech_cost_L.71;1;2231.71;0.76;0.00;65.69;liviano;;1;11.00
1130.00;costanera_entrada_0;84.07;8.31;870.00;6.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_res_perrokero5.24 routing_res_perrokero5.24;260.00;res_perrokero5.24;1;1321.78;1.05;0.00;122.60;liviano;;2;73.00
1130.00;costanera_entrada_1;84.07;7.77;888.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.74 routing_lech_cost_L.74;242.00;lech_cost_L.74;1;2226.53;1.03;0.00;73.56;liviano;;1;4.00
1131.00;costanera_entrada_0;84.07;9.31;905.00;5.00;lecheria_salida_0;2.30;0.00;tripinfo_lech_cost_M.25 routing_lech_cost_M.25;226.00;lech_cost_M.25;1;2234.51;1.19;0.00;90.82;moto;;2;34.00
1132.00;fuerzas_armadas_entrada_1;144.11;4.87;675.00;0.00;madre_vieja_salida_0;2.30;0.00;tripinfo_madre_ffaa_M.15 routing_madre_ffaa_M.15;457.00;madre_ffaa_M.15;1;3396.70;0.90;0.00;91.48;moto;;4;26.00
1132.00;civo_0;195.28;4.23;960.00;0.00;av_rio_salida_0;5.10;0.00;tripinfo_res_civo.4 routing_res_civo.4;172.00;res_civo.4;1;1045.38;0.93;0.00;38.69;liviano;;1;4.00
1133.00;lecheria_entrada_0;316.19;11.58;893.00;0.20;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.124 routing_cost_lech_L.124;240.00;cost_lech_L.124;1;2230.85;0.75;0.00;48.35;liviano;;1;10.00
1134.00;fuerzas_armadas_entrada_0;144.11;4.41;720.00;0.00;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.50 routing_madre_ffaa_L.50;414.00;madre_ffaa_L.50;1;3393.90;0.92;0.00;76.65;liviano;;3;7.00
1134.00;av_rio_entrada_0;228.82;10.44;745.00;10.60;lecheria_salida_0;5.10;0.00;tripinfo_lech_rio_L.51 routing_lech_rio_L.51;389.00;lech_rio_L.51;1;3274.49;1.02;0.00;105.32;liviano;;3;22.00
1134.00;lecheria_entrada_1;316.19;12.23;908.00;0.80;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.126 routing_cost_lech_L.126;226.00;cost_lech_L.126;1;2230.85;0.78;0.00;40.93;liviano;;0;0.00
1136.00;lecheria_entrada_0;316.19;11.93;547.00;1.55;fuerzas_armadas_salida_0;12.10;0.00;tripinfo_ffaa_lech_P.5 routing_ffaa_lech_P.5;589.00;ffaa_lech_P.5;1;2899.39;0.73;30.00;205.83;pesado;;5;104.00
1136.00;lecheria_entrada_1;316.19;15.34;922.00;0.40;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.128 routing_cost_lech_L.128;214.00;cost_lech_L.128;1;2230.85;1.11;0.00;83.15;liviano;;0;0.00
1137.00;lecheria_entrada_1;316.19;14.82;914.00;2.00;costanera_salida_0;2.30;0.00;tripinfo_cost_lech_M.38 routing_cost_lech_M.38;223.00;cost_lech_M.38;1;2239.68;0.92;0.00;62.10;moto;;1;1.00
1138.00;madre_vieja_entrada_0;821.32;14.22;668.00;5.60;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.46 routing_ffaa_madre_L.46;470.00;ffaa_madre_L.46;1;3392.49;0.92;0.00;179.70;liviano;;4;111.00
1138.00;lecheria_entrada_0;316.19;15.12;915.00;0.60;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.127 routing_cost_lech_L.127;223.00;cost_lech_L.127;1;2236.88;0.94;0.00;68.55;liviano;;0;0.00
1139.00;lecheria_entrada_1;316.19;14.11;900.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.125 routing_cost_lech_L.125;239.00;cost_lech_L.125;1;2236.88;0.90;0.00;73.89;liviano;;2;9.00
1140.00;lecheria_entrada_1;316.19;20.21;890.00;2.00;costanera_salida_0;2.30;0.00;tripinfo_cost_lech_M.37 routing_cost_lech_M.37;250.00;cost_lech_M.37;1;2233.65;1.33;0.00;133.30;moto;;2;36.00
1141.00;lecheria_entrada_0;316.19;14.03;886.00;0.40;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.123 routing_cost_lech_L.123;255.00;cost_lech_L.123;1;2236.88;0.84;0.00;77.87;liviano;;2;26.00
1142.00;fuerzas_armadas_entrada_0;144.11;5.24;1084.00;4.00;res_salida_0;5.10;0.00;tripinfo_res_perrokero3.6 routing_res_perrokero3.6;58.00;res_perrokero3.6;0;254.78;1.01;0.00;11.79;liviano;;1;2.00
1143.00;lecheria_entrada_0;316.19;12.99;735.00;0.60;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.51 routing_ffaa_lech_L.51;408.00;ffaa_lech_L.51;1;2906.39;0.85;0.00;125.67;liviano;;2;57.00
1144.00;fuerzas_armadas_entrada_1;144.11;6.10;748.00;10.00;lecheria_salida_0;5.10;0.00;tripinfo_cost_ffaa_L1.41 routing_cost_ffaa_L1.41;396.00;cost_ffaa_L1.41;1;2931.29;1.13;0.00;158.91;liviano;;5;30.00
1145.00;av_rio_entrada_0;228.82;8.93;642.00;8.40;lecheria_salida_0;5.10;0.00;tripinfo_lech_rio_L.44 routing_lech_rio_L.44;503.00;lech_rio_L.44;1;3170.09;0.81;0.00;166.14;liviano;;5;92.00
1146.00;madre_vieja_entrada_0;821.32;13.22;635.00;1.40;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.44 routing_ffaa_madre_L.44;511.00;ffaa_madre_L.44;1;3392.44;0.86;0.00;209.91;liviano;;5;119.00
1146.00;lecheria_entrada_1;316.19;17.09;934.00;5.20;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.129 routing_cost_lech_L.129;212.00;cost_lech_L.129;1;2236.93;1.10;0.00;60.09;liviano;;0;0.00
1147.00;fuerzas_armadas_entrada_1;144.11;6.08;630.00;0.00;madre_vieja_salida_0;2.30;0.00;tripinfo_madre_ffaa_M.14 routing_madre_ffaa_M.14;517.00;madre_ffaa_M.14;1;3396.67;1.23;0.00;251.45;moto;;6;82.00
1148.00;lecheria_entrada_0;316.19;12.22;648.00;0.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.45 routing_ffaa_lech_L.45;500.00;ffaa_lech_L.45;1;2906.39;0.80;0.00;194.54;liviano;;4;113.00
1148.00;madre_vieja_entrada_1;821.32;13.62;651.00;3.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.45 routing_ffaa_madre_L.45;497.00;ffaa_madre_L.45;1;3392.44;0.82;0.00;187.94;liviano;;6;110.00
1148.00;av_rio_entrada_0;228.82;9.91;654.00;6.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_rio_L.45 routing_lech_rio_L.45;494.00;lech_rio_L.45;1;3170.09;0.97;0.00;209.48;liviano;;5;80.00
1148.00;madre_vieja_entrada_0;821.32;16.06;720.00;0.00;res_salida_0;5.10;0.00;tripinfo_res_perrokero.4 routing_res_perrokero.4;428.00;res_perrokero.4;1;3344.14;1.02;0.00;162.79;liviano;;4;70.00
1149.00;madre_vieja_entrada_0;821.32;15.88;723.00;3.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.50 routing_ffaa_madre_L.50;426.00;ffaa_madre_L.50;1;3392.44;0.99;0.00;152.10;liviano;;2;54.00
1150.00;madre_vieja_entrada_1;821.32;13.79;707.00;1.40;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.49 routing_ffaa_madre_L.49;443.00;ffaa_madre_L.49;1;3392.44;0.90;0.00;156.10;liviano;;3;61.00
1150.00;fuerzas_armadas_entrada_0;144.11;5.33;888.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_ffaa_L.37 routing_cost_ffaa_L.37;262.00;cost_ffaa_L.37;1;1304.12;0.97;0.00;123.62;liviano;;5;64.00
1151.00;av_rio_entrada_0;228.82;8.93;753.00;4.20;lecheria_salida_0;5.10;0.00;tripinfo_lech_rio_L.52 routing_lech_rio_L.52;398.00;lech_rio_L.52;1;3274.49;0.91;0.00;77.19;liviano;;4;17.00
1151.00;av_rio_entrada_1;228.82;11.14;1081.00;1.00;res_salida_0;5.10;0.00;tripinfo_res_perrokero1.6 routing_res_perrokero1.6;70.00;res_perrokero1.6;1;501.42;1.04;0.00;14.74;liviano;;1;4.00
1152.00;lecheria_entrada_0;316.19;11.69;872.00;0.80;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.121 routing_cost_lech_L.121;280.00;cost_lech_L.121;1;2236.88;0.74;0.00;77.43;liviano;;2;35.00
1153.00;lecheria_entrada_1;316.19;16.25;662.00;7.45;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_C.6 routing_ffaa_lech_C.6;491.00;ffaa_lech_C.6;1;2906.44;1.01;15.00;205.41;carrito;;5;105.00
1154.00;fuerzas_armadas_entrada_0;144.11;4.07;706.00;0.40;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.49 routing_madre_ffaa_L.49;448.00;madre_ffaa_L.49;1;3393.90;0.94;0.00;117.99;liviano;;4;23.00
1155.00;lecheria_entrada_0;316.19;22.15;828.00;0.00;fuerzas_armadas_salida_0;2.30;0.00;tripinfo_ffaa_lech_M.23 routing_ffaa_lech_M.23;327.00;ffaa_lech_M.23;1;2909.19;1.38;0.00;159.06;moto;;1;45.00
1155.00;res_entrada_1;97.65;5.22;1086.00;6.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_res_perrokero4.6 routing_res_perrokero4.6;69.00;res_perrokero4.6;1;262.64;1.17;0.00;36.66;liviano;;1;19.00
1159.00;fuerzas_armadas_entrada_1;144.11;3.80;692.00;0.80;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.48 routing_madre_ffaa_L.48;467.00;madre_ffaa_L.48;1;3393.90;0.86;0.00;115.91;liviano;;4;29.00
1159.00;lecheria_entrada_1;316.19;14.75;963.00;3.00;puerto_guaica_0;5.10;0.00;tripinfo_res_puerto2.4 routing_res_puerto2.4;196.00;res_puerto2.4;1;1727.88;0.92;0.00;67.21;liviano;;1;9.00
1160.00;fuerzas_armadas_entrada_0;144.11;4.29;864.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_ffaa_L.36 routing_cost_ffaa_L.36;296.00;cost_ffaa_L.36;1;1304.12;0.82;0.00;131.48;liviano;;3;80.00
1162.00;fuerzas_armadas_entrada_1;144.11;4.39;720.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_cost_ffaa_L1.40 routing_cost_ffaa_L1.40;442.00;cost_ffaa_L1.40;1;2931.29;0.98;0.00;168.63;liviano;;5;87.00
1163.00;lecheria_entrada_1;316.19;14.51;778.00;0.40;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.54 routing_ffaa_lech_L.54;385.00;ffaa_lech_L.54;1;2906.39;0.91;0.00;135.33;liviano;;3;75.00
1163.00;fuerzas_armadas_entrada_0;144.11;4.26;912.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_ffaa_L.38 routing_cost_ffaa_L.38;251.00;cost_ffaa_L.38;1;1304.12;0.85;0.00;92.58;liviano;;2;45.00
1164.00;fuerzas_armadas_entrada_1;144.11;5.15;936.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_ffaa_L.39 routing_cost_ffaa_L.39;228.00;cost_ffaa_L.39;1;1304.15;1.11;0.00;106.58;liviano;;2;38.00
1165.00;fuerzas_armadas_entrada_0;144.11;4.75;663.00;0.60;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.46 routing_madre_ffaa_L.46;502.00;madre_ffaa_L.46;1;3393.87;1.05;0.00;200.80;liviano;;5;101.00
1165.00;lecheria_entrada_1;316.19;15.28;821.00;0.20;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.57 routing_ffaa_lech_L.57;344.00;ffaa_lech_L.57;1;2906.39;0.93;0.00;101.60;liviano;;1;49.00
1165.00;lecheria_entrada_0;316.19;19.98;962.00;2.00;costanera_salida_0;2.30;0.00;tripinfo_cost_lech_M.40 routing_cost_lech_M.40;203.00;cost_lech_M.40;1;2233.65;1.21;0.00;83.72;moto;;1;31.00
1166.00;costanera_entrada_0;84.07;4.27;830.00;2.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_res_perrokero5.23 routing_res_perrokero5.23;336.00;res_perrokero5.23;1;1321.78;0.61;0.00;104.32;liviano;;2;54.00
1166.00;bissau_entrada_0;41.56;5.80;964.00;4.00;lecheria_salida_0;2.30;0.00;tripinfo_res_bissau3.4 routing_res_bissau3.4;202.00;res_bissau3.4;1;1258.47;0.72;0.00;68.48;moto;;2;39.00
1167.00;fuerzas_armadas_entrada_1;144.11;4.77;686.00;2.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.19 routing_rio_cost_L1.19;481.00;rio_cost_L1.19;1;543.09;0.97;0.00;413.02;liviano;;4;387.00
1167.00;costanera_entrada_1;84.07;5.82;814.00;4.00;lecheria_salida_0;12.10;0.00;tripinfo_lech_cost_P.9 routing_lech_cost_P.9;353.00;lech_cost_P.9;1;2224.71;0.70;30.00;86.39;pesado;;1;19.00
1168.00;fuerzas_armadas_entrada_0;144.11;4.56;960.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_ffaa_L.40 routing_cost_ffaa_L.40;208.00;cost_ffaa_L.40;1;1304.12;0.96;0.00;68.26;liviano;;1;28.00
1169.00;lecheria_entrada_1;316.19;13.89;941.00;5.00;costanera_salida_0;2.30;0.00;tripinfo_cost_lech_M.39 routing_cost_lech_M.39;228.00;cost_lech_M.39;1;2233.65;0.86;0.00;60.21;moto;;1;44.00
1170.00;madre_vieja_entrada_0;821.32;11.40;694.00;2.80;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.48 routing_ffaa_madre_L.48;476.00;ffaa_madre_L.48;1;3392.44;0.71;0.00;111.64;liviano;;1;46.00
1171.00;lecheria_entrada_0;316.19;9.37;842.00;2.00;costanera_salida_0;2.30;0.00;tripinfo_cost_lech_M.35 routing_cost_lech_M.35;329.00;cost_lech_M.35;1;2239.68;0.60;0.00;80.82;moto;;2;60.00
1171.00;lecheria_entrada_1;316.19;19.25;951.00;0.60;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.132 routing_cost_lech_L.132;220.00;cost_lech_L.132;1;2230.85;1.23;0.00;91.02;liviano;;1;38.00
1172.00;lecheria_entrada_1;316.19;14.87;764.00;0.80;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.53 routing_ffaa_lech_L.53;408.00;ffaa_lech_L.53;1;2906.39;1.12;0.00;202.31;liviano;;3;90.00
1173.00;fuerzas_armadas_entrada_0;144.11;4.68;725.00;5.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.20 routing_rio_cost_L1.20;448.00;rio_cost_L1.20;1;543.09;1.06;0.00;385.52;liviano;;4;361.00
1178.00;fuerzas_armadas_entrada_0;144.11;4.40;984.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_ffaa_L.41 routing_cost_ffaa_L.41;194.00;cost_ffaa_L.41;1;1304.12;0.86;0.00;39.29;liviano;;1;5.00
1180.00;bissau_entrada_0;41.56;7.18;840.00;0.00;av_rio_salida_0;5.10;0.00;tripinfo_res_bissau1.7 routing_res_bissau1.7;340.00;res_bissau1.7;1;2008.45;0.88;0.00;115.32;liviano;;2;67.00
1182.00;lecheria_entrada_1;316.19;14.67;980.00;0.80;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.136 routing_cost_lech_L.136;202.00;cost_lech_L.136;1;2230.85;0.91;0.00;44.74;liviano;;1;10.00
1183.00;fuerzas_armadas_entrada_0;144.11;4.35;722.00;2.00;madre_vieja_salida_0;2.30;0.00;tripinfo_madre_ffaa_M.16 routing_madre_ffaa_M.16;461.00;madre_ffaa_M.16;1;3396.67;0.87;0.00;88.24;moto;;2;62.00
1183.00;lecheria_entrada_0;316.19;13.79;965.00;0.20;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.134 routing_cost_lech_L.134;218.00;cost_lech_L.134;1;2230.85;0.83;0.00;45.75;liviano;;1;22.00
1184.00;av_rio_entrada_0;228.82;7.81;734.00;14.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_rio_L.50 routing_lech_rio_L.50;450.00;lech_rio_L.50;1;3279.67;0.76;0.00;78.26;liviano;;2;17.00
