tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
1184.00;lecheria_entrada_1;316.19;17.07;986.00;2.00;costanera_salida_0;2.30;0.00;tripinfo_cost_lech_M.41 routing_cost_lech_M.41;198.00;cost_lech_M.41;1;2233.65;1.07;0.00;61.87;moto;;2;11.00
1185.00;lecheria_entrada_1;316.19;17.76;1012.00;4.00;costanera_salida_0;2.30;0.00;tripinfo_cost_lech_M.42 routing_cost_lech_M.42;173.00;cost_lech_M.42;1;2233.65;1.11;0.00;39.34;moto;;0;0.00
1188.00;costanera_entrada_1;84.07;9.92;941.00;5.00;lecheria_salida_0;2.30;0.00;tripinfo_lech_cost_M.26 routing_lech_cost_M.26;247.00;lech_cost_M.26;1;2234.51;1.20;0.00;113.55;moto;;1;1.00
1188.00;lecheria_entrada_0;316.19;15.39;944.00;0.80;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.131 routing_cost_lech_L.131;244.00;cost_lech_L.131;1;2236.88;0.97;0.00;89.16;liviano;;2;43.00
1191.00;fuerzas_armadas_entrada_0;144.11;3.90;759.00;3.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.21 routing_rio_cost_L1.21;432.00;rio_cost_L1.21;1;543.09;0.88;0.00;357.48;liviano;;4;321.00
1194.00;fuerzas_armadas_entrada_1;144.11;4.39;735.00;0.60;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.51 routing_madre_ffaa_L.51;459.00;madre_ffaa_L.51;1;3393.90;0.88;0.00;108.71;liviano;;3;61.00
1195.00;costanera_entrada_0;84.07;6.63;919.00;7.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.76 routing_lech_cost_L.76;276.00;lech_cost_L.76;1;2231.71;0.89;0.00;96.30;liviano;;1;10.00
1196.00;fuerzas_armadas_entrada_1;144.11;4.72;795.00;3.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.22 routing_rio_cost_L1.22;401.00;rio_cost_L1.22;1;543.09;1.04;0.00;337.75;liviano;;4;308.00
1196.00;costanera_entrada_1;84.07;7.26;928.00;4.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.77 routing_lech_cost_L.77;268.00;lech_cost_L.77;1;2231.71;0.98;0.00;106.00;liviano;;2;7.00
1197.00;fuerzas_armadas_entrada_0;144.11;3.64;926.00;0.29;costanera_salida_0;12.10;0.00;tripinfo_cost_ffaa_P.9 routing_cost_ffaa_P.9;271.00;cost_ffaa_P.9;1;1297.12;0.70;0.00;78.87;pesado;;1;31.00
1201.00;madre_vieja_entrada_1;821.32;15.18;736.00;1.60;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.51 routing_ffaa_madre_L.51;465.00;ffaa_madre_L.51;1;3392.44;0.97;0.00;189.87;liviano;;3;120.00
1201.00;madre_vieja_entrada_0;821.32;14.69;795.00;3.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.55 routing_ffaa_madre_L.55;406.00;ffaa_madre_L.55;1;3392.49;0.95;0.00;127.76;liviano;;4;59.00
1202.00;fuerzas_armadas_entrada_0;144.11;4.67;810.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_cost_ffaa_L1.45 routing_cost_ffaa_L1.45;392.00;cost_ffaa_L1.45;1;2931.26;0.95;0.00;113.28;liviano;;2;14.00
1202.00;madre_vieja_entrada_1;821.32;16.40;822.00;1.20;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.57 routing_ffaa_madre_L.57;380.00;ffaa_madre_L.57;1;3392.44;1.07;0.00;137.44;liviano;;2;53.00
1203.00;fuerzas_armadas_entrada_0;144.11;4.43;831.00;3.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.23 routing_rio_cost_L1.23;372.00;rio_cost_L1.23;1;543.09;0.94;0.00;301.40;liviano;;4;276.00
1206.00;madre_vieja_entrada_0;821.32;13.90;775.00;11.80;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.53 routing_ffaa_madre_L.53;431.00;ffaa_madre_L.53;1;3392.44;0.91;0.00;141.29;liviano;;4;76.00
1206.00;fuerzas_armadas_entrada_0;144.11;4.93;1008.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_ffaa_L.42 routing_cost_ffaa_L.42;198.00;cost_ffaa_L.42;1;1475.19;0.93;0.00;27.73;liviano;;0;0.00
1207.00;costanera_entrada_0;84.07;6.24;864.00;0.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L.24 routing_rio_cost_L.24;343.00;rio_cost_L.24;1;1548.75;0.79;0.00;139.16;liviano;;2;99.00
1207.00;costanera_entrada_1;84.07;7.37;900.00;0.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L.25 routing_rio_cost_L.25;307.00;rio_cost_L.25;1;1548.75;0.90;0.00;128.65;liviano;;3;89.00
1209.00;madre_vieja_entrada_0;821.32;14.10;750.00;1.20;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.52 routing_ffaa_madre_L.52;459.00;ffaa_madre_L.52;1;3392.44;0.90;0.00;174.26;liviano;;4;91.00
1210.00;fuerzas_armadas_entrada_1;144.11;4.59;792.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_cost_ffaa_L1.44 routing_cost_ffaa_L1.44;418.00;cost_ffaa_L1.44;1;3102.33;1.05;0.00;144.16;liviano;;3;62.00
1210.00;costanera_entrada_1;84.07;6.39;948.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.79 routing_lech_cost_L.79;262.00;lech_cost_L.79;1;2226.53;0.86;0.00;76.09;liviano;;1;1.00
1211.00;fuerzas_armadas_entrada_0;144.11;3.83;749.00;0.20;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.52 routing_madre_ffaa_L.52;462.00;madre_ffaa_L.52;1;3393.87;0.89;0.00;116.76;liviano;;3;32.00
1211.00;madre_vieja_entrada_0;821.32;14.21;808.00;1.60;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.56 routing_ffaa_madre_L.56;403.00;ffaa_madre_L.56;1;3392.49;0.87;0.00;103.68;liviano;;2;45.00
1212.00;costanera_entrada_1;84.07;7.63;936.00;0.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L.26 routing_rio_cost_L.26;276.00;rio_cost_L.26;1;1548.75;1.05;0.00;123.25;liviano;;1;52.00
1214.00;costanera_entrada_1;84.07;6.34;942.00;6.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_res_perrokero5.26 routing_res_perrokero5.26;272.00;res_perrokero5.26;1;1321.78;0.90;0.00;112.38;liviano;;3;61.00
1215.00;costanera_entrada_0;84.07;4.91;903.00;3.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.75 routing_lech_cost_L.75;312.00;lech_cost_L.75;1;2231.71;0.61;0.00;52.09;liviano;;1;18.00
1219.00;fuerzas_armadas_entrada_0;144.11;4.35;829.00;1.00;lecheria_salida_0;5.10;0.00;tripinfo_cost_ffaa_L1.46 routing_cost_ffaa_L1.46;390.00;cost_ffaa_L1.46;1;2931.26;0.86;0.00;80.75;liviano;;1;32.00
1223.00;fuerzas_armadas_entrada_0;144.11;4.20;792.00;0.00;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.55 routing_madre_ffaa_L.55;431.00;madre_ffaa_L.55;1;3393.87;0.85;0.00;68.48;liviano;;0;0.00
1223.00;fuerzas_armadas_entrada_1;144.11;3.82;867.00;3.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.24 routing_rio_cost_L1.24;356.00;rio_cost_L1.24;1;543.09;0.71;0.00;262.66;liviano;;4;229.00
1224.00;costanera_entrada_0;84.07;7.52;915.00;15.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_C.10 routing_lech_cost_C.10;309.00;lech_cost_C.10;1;2226.53;1.00;15.00;91.84;carrito;;2;14.00
1225.00;fuerzas_armadas_entrada_0;144.11;6.24;810.00;0.00;madre_vieja_salida_0;2.30;0.00;tripinfo_madre_ffaa_M.18 routing_madre_ffaa_M.18;415.00;madre_ffaa_M.18;1;3396.70;1.21;0.00;145.36;moto;;0;0.00
1226.00;fuerzas_armadas_entrada_1;144.11;4.24;807.00;0.60;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.56 routing_madre_ffaa_L.56;419.00;madre_ffaa_L.56;1;3393.90;0.81;0.00;52.26;liviano;;0;0.00
1231.00;fuerzas_armadas_entrada_1;144.11;4.87;903.00;3.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.25 routing_rio_cost_L1.25;328.00;rio_cost_L1.25;1;543.09;0.91;0.00;255.47;liviano;;6;217.00
1233.00;fuerzas_armadas_entrada_0;144.11;3.81;764.00;0.80;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.53 routing_madre_ffaa_L.53;469.00;madre_ffaa_L.53;1;3393.87;0.75;0.00;65.18;liviano;;1;7.00
1233.00;costanera_entrada_0;84.07;7.88;960.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.80 routing_lech_cost_L.80;273.00;lech_cost_L.80;1;2226.53;0.96;0.00;97.35;liviano;;2;7.00
1234.00;fuerzas_armadas_entrada_1;144.11;3.88;774.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_cost_ffaa_L1.43 routing_cost_ffaa_L1.43;460.00;cost_ffaa_L1.43;1;3102.33;0.91;0.00;142.71;liviano;;3;43.00
1236.00;bissau_entrada_0;41.56;8.81;1098.00;18.00;lecheria_salida_0;5.10;0.00;tripinfo_res_bissau.9 routing_res_bissau.9;138.00;res_bissau.9;1;1255.67;1.06;0.00;46.43;liviano;;2;30.00
1237.00;lecheria_entrada_1;316.19;19.48;756.00;0.00;fuerzas_armadas_salida_0;2.30;0.00;tripinfo_ffaa_lech_M.21 routing_ffaa_lech_M.21;481.00;ffaa_lech_M.21;1;2909.19;1.19;0.00;286.96;moto;;4;140.00
1238.00;costanera_entrada_0;84.07;7.41;977.00;5.00;lecheria_salida_0;2.30;0.00;tripinfo_lech_cost_M.27 routing_lech_cost_M.27;261.00;lech_cost_M.27;1;2234.51;0.92;0.00;87.75;moto;;3;24.00
1240.00;lecheria_entrada_0;316.19;12.16;987.00;0.60;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.137 routing_cost_lech_L.137;253.00;cost_lech_L.137;1;2236.88;0.76;0.00;57.94;liviano;;0;0.00
1240.00;lecheria_entrada_1;316.19;16.96;1011.00;3.00;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.140 routing_cost_lech_L.140;229.00;cost_lech_L.140;1;2236.88;1.03;0.00;82.95;liviano;;0;0.00
1243.00;fuerzas_armadas_entrada_0;144.11;3.55;939.00;3.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.26 routing_rio_cost_L1.26;304.00;rio_cost_L1.26;1;543.09;0.79;0.00;220.59;liviano;;6;178.00
1244.00;fuerzas_armadas_entrada_1;144.11;4.54;778.00;0.40;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.54 routing_madre_ffaa_L.54;466.00;madre_ffaa_L.54;1;3564.94;0.84;0.00;79.39;liviano;;2;9.00
1245.00;fuerzas_armadas_entrada_0;144.11;6.40;766.00;1.00;madre_vieja_salida_0;2.30;0.00;tripinfo_madre_ffaa_M.17 routing_madre_ffaa_M.17;479.00;madre_ffaa_M.17;1;3567.74;1.23;0.00;194.74;moto;;3;31.00
1246.00;lecheria_entrada_0;316.19;9.43;939.00;3.00;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.130 routing_cost_lech_L.130;307.00;cost_lech_L.130;1;2236.88;0.60;0.00;64.39;liviano;;1;36.00
1247.00;av_rio_entrada_0;228.82;8.00;807.00;0.60;lecheria_salida_0;5.10;0.00;tripinfo_lech_rio_L.56 routing_lech_rio_L.56;440.00;lech_rio_L.56;1;3279.67;0.78;0.00;80.22;liviano;;3;23.00
1247.00;costanera_entrada_0;84.07;5.07;939.00;3.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.78 routing_lech_cost_L.78;308.00;lech_cost_L.78;1;2231.71;0.73;0.00;89.59;liviano;;1;3.00
1247.00;fuerzas_armadas_entrada_1;144.11;4.80;975.00;3.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.27 routing_rio_cost_L1.27;272.00;rio_cost_L1.27;1;543.09;1.01;0.00;206.18;liviano;;8;153.00
1247.00;lecheria_entrada_1;316.19;12.63;994.00;0.40;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.138 routing_cost_lech_L.138;253.00;cost_lech_L.138;1;2230.85;0.78;0.00;60.55;liviano;;0;0.00
1247.00;fuerzas_armadas_entrada_0;144.11;5.71;1037.00;5.00;costanera_salida_0;5.10;0.00;tripinfo_cost_ffaa_L.43 routing_cost_ffaa_L.43;210.00;cost_ffaa_L.43;1;1475.19;1.11;0.00;68.22;liviano;;1;13.00
1248.00;av_rio_entrada_1;228.82;8.73;764.00;0.80;lecheria_salida_0;5.10;0.00;tripinfo_lech_rio_L.53 routing_lech_rio_L.53;484.00;lech_rio_L.53;1;3274.49;0.81;0.00;130.08;liviano;;3;53.00
1249.00;fuerzas_armadas_entrada_0;144.11;4.74;1011.00;3.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.28 routing_rio_cost_L1.28;238.00;rio_cost_L1.28;1;543.09;0.99;0.00;171.70;liviano;;7;121.00
1250.00;madre_vieja_entrada_0;821.32;20.47;781.00;3.40;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.54 routing_ffaa_madre_L.54;469.00;ffaa_madre_L.54;1;3392.49;1.27;0.00;259.53;liviano;;4;137.00
1250.00;av_rio_entrada_1;228.82;10.63;798.00;6.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_rio_L.55 routing_lech_rio_L.55;452.00;lech_rio_L.55;1;3274.49;0.97;0.00;152.08;liviano;;5;21.00
1250.00;lecheria_entrada_0;316.19;12.56;1001.00;0.20;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.139 routing_cost_lech_L.139;249.00;cost_lech_L.139;1;2236.88;0.78;0.00;57.36;liviano;;0;0.00
1251.00;costanera_entrada_0;84.07;5.43;984.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.82 routing_lech_cost_L.82;267.00;lech_cost_L.82;1;2226.53;0.79;0.00;59.74;liviano;;2;13.00
1252.00;lecheria_entrada_0;316.19;20.90;793.00;1.00;fuerzas_armadas_salida_0;2.30;0.00;tripinfo_ffaa_lech_M.22 routing_ffaa_lech_M.22;459.00;ffaa_lech_M.22;1;2909.19;1.29;0.00;277.69;moto;;3;135.00
1252.00;fuerzas_armadas_entrada_0;144.11;4.86;1046.00;2.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.29 routing_rio_cost_L1.29;206.00;rio_cost_L1.29;1;543.09;1.08;0.00;144.65;liviano;;7;94.00
1253.00;lecheria_entrada_1;316.19;15.63;836.00;0.80;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.58 routing_ffaa_lech_L.58;417.00;ffaa_lech_L.58;1;2906.39;0.99;0.00;188.61;liviano;;2;99.00
1254.00;av_rio_entrada_0;228.82;9.05;826.00;5.20;lecheria_salida_0;5.10;0.00;tripinfo_lech_rio_L.57 routing_lech_rio_L.57;428.00;lech_rio_L.57;1;3274.49;0.91;0.00;108.29;liviano;;4;12.00
1254.00;costanera_entrada_0;84.07;6.67;1006.00;10.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.83 routing_lech_cost_L.83;248.00;lech_cost_L.83;1;2226.53;0.80;0.00;48.87;liviano;;1;2.00
1255.00;puerto_guaica_0;18.66;4.58;960.00;0.00;madre_vieja_salida_0;5.10;0.00;tripinfo_res_puerto.4 routing_res_puerto.4;295.00;res_puerto.4;1;2205.67;0.87;0.00;82.44;liviano;;2;20.00
1256.00;av_rio_entrada_1;228.82;9.87;778.00;0.40;lecheria_salida_0;5.10;0.00;tripinfo_lech_rio_L.54 routing_lech_rio_L.54;478.00;lech_rio_L.54;1;3274.49;0.93;0.00;169.22;liviano;;4;40.00
1256.00;costanera_entrada_0;84.07;7.21;1011.00;3.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.84 routing_lech_cost_L.84;245.00;lech_cost_L.84;1;2226.53;0.90;0.00;66.23;liviano;;0;0.00
1257.00;costanera_entrada_1;84.07;6.09;1013.00;5.00;lecheria_salida_0;2.30;0.00;tripinfo_lech_cost_M.28 routing_lech_cost_M.28;244.00;lech_cost_M.28;1;2234.51;0.76;0.00;34.05;moto;;0;0.00
1258.00;costanera_entrada_0;84.07;9.06;975.00;3.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.81 routing_lech_cost_L.81;283.00;lech_cost_L.81;1;2226.53;1.16;0.00;135.98;liviano;;2;23.00
1259.00;costanera_entrada_1;84.07;7.18;1020.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.85 routing_lech_cost_L.85;239.00;lech_cost_L.85;1;2231.71;0.97;0.00;74.23;liviano;;1;1.00
1260.00;av_rio_entrada_0;228.82;9.48;850.00;0.40;lecheria_salida_0;5.10;0.00;tripinfo_lech_rio_L.59 routing_lech_rio_L.59;410.00;lech_rio_L.59;1;3274.49;0.91;0.00;96.60;liviano;;1;18.00
1261.00;lecheria_entrada_1;316.19;14.62;850.00;0.40;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.59 routing_ffaa_lech_L.59;411.00;ffaa_lech_L.59;1;2906.39;0.89;0.00;154.76;liviano;;3;78.00
1261.00;costanera_entrada_0;84.07;7.09;1001.00;11.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_C.11 routing_lech_cost_C.11;260.00;lech_cost_C.11;1;2231.71;0.96;15.00;70.16;carrito;;3;6.00
1262.00;fuerzas_armadas_entrada_0;144.11;5.22;1083.00;3.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.30 routing_rio_cost_L1.30;179.00;rio_cost_L1.30;1;543.09;1.01;0.00;113.07;liviano;;8;56.00
1263.00;lecheria_entrada_0;316.19;9.15;958.00;0.40;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.133 routing_cost_lech_L.133;305.00;cost_lech_L.133;1;2236.88;0.62;0.00;65.16;liviano;;2;26.00
1265.00;fuerzas_armadas_entrada_0;144.11;5.12;1118.00;2.00;av_rio_salida_0;5.10;0.00;tripinfo_rio_cost_L1.31 routing_rio_cost_L1.31;147.00;rio_cost_L1.31;1;543.09;1.16;0.00;90.38;liviano;;7;31.00
1267.00;lecheria_entrada_0;316.19;13.60;749.00;0.20;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.52 routing_ffaa_lech_L.52;518.00;ffaa_lech_L.52;1;2906.39;0.86;0.00;248.73;liviano;;5;141.00
1267.00;costanera_entrada_0;84.07;8.37;1032.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.86 routing_lech_cost_L.86;235.00;lech_cost_L.86;1;2231.71;1.01;0.00;77.45;liviano;;2;30.00
1268.00;lecheria_entrada_1;316.19;14.46;792.00;0.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.55 routing_ffaa_lech_L.55;476.00;ffaa_lech_L.55;1;2906.39;0.88;0.00;221.37;liviano;;3;111.00
1269.00;lecheria_entrada_0;316.19;15.44;807.00;0.60;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_L.56 routing_ffaa_lech_L.56;462.00;ffaa_lech_L.56;1;2906.39;0.94;0.00;221.50;liviano;;3;104.00
1269.00;lecheria_entrada_1;316.19;18.67;1039.00;7.00;costanera_salida_0;2.30;0.00;tripinfo_cost_lech_M.43 routing_cost_lech_M.43;230.00;cost_lech_M.43;1;2233.65;1.32;0.00;118.48;moto;;1;36.00
1270.00;lecheria_entrada_0;316.19;18.17;865.00;1.00;fuerzas_armadas_salida_0;2.30;0.00;tripinfo_ffaa_lech_M.24 routing_ffaa_lech_M.24;405.00;ffaa_lech_M.24;1;2909.24;1.11;0.00;178.38;moto;;2;83.00
1270.00;costanera_entrada_0;84.07;8.24;1047.00;3.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.87 routing_lech_cost_L.87;223.00;lech_cost_L.87;1;2231.71;0.99;0.00;61.97;liviano;;1;16.00
1270.00;costanera_entrada_1;84.07;9.08;1056.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.88 routing_lech_cost_L.88;214.00;lech_cost_L.88;1;2231.71;1.12;0.00;69.80;liviano;;1;9.00
1275.00;costanera_entrada_0;84.07;6.57;907.00;7.00;lecheria_salida_0;12.10;0.00;tripinfo_lech_cost_P.10 routing_lech_cost_P.10;368.00;lech_cost_P.10;1;2224.71;0.79;30.00;98.82;pesado;;2;5.00
1276.00;lecheria_entrada_0;316.19;13.83;972.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.135 routing_cost_lech_L.135;304.00;cost_lech_L.135;1;2236.93;0.83;0.00;105.00;liviano;;2;33.00
1277.00;costanera_entrada_1;84.07;8.87;1085.00;5.00;lecheria_salida_0;2.30;0.00;tripinfo_lech_cost_M.30 routing_lech_cost_M.30;192.00;lech_cost_M.30;1;2234.51;1.16;0.00;54.54;moto;;1;1.00
1278.00;fuerzas_armadas_entrada_0;144.11;3.72;1029.00;0.43;costanera_salida_0;12.10;0.00;tripinfo_cost_ffaa_P.10 routing_cost_ffaa_P.10;249.00;cost_ffaa_P.10;1;1297.12;0.69;0.00;55.67;pesado;;1;14.00
1279.00;madre_vieja_entrada_0;821.32;14.35;838.00;2.80;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.58 routing_ffaa_madre_L.58;441.00;ffaa_madre_L.58;1;3392.49;0.90;0.00;141.92;liviano;;2;83.00
1279.00;madre_vieja_entrada_1;821.32;15.85;884.00;5.60;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.61 routing_ffaa_madre_L.61;395.00;ffaa_madre_L.61;1;3392.44;1.01;0.00;132.11;liviano;;2;66.00
1280.00;fuerzas_armadas_entrada_1;144.11;3.70;846.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_cost_ffaa_L1.47 routing_cost_ffaa_L1.47;434.00;cost_ffaa_L1.47;1;2936.47;0.87;0.00;145.25;liviano;;3;66.00
1280.00;costanera_entrada_0;84.07;6.70;1069.00;1.00;lecheria_salida_0;5.10;0.00;tripinfo_lech_cost_L.89 routing_lech_cost_L.89;211.00;lech_cost_L.89;1;2231.71;0.89;0.00;33.43;liviano;;0;0.00
1282.00;fuerzas_armadas_entrada_0;144.11;4.75;922.00;4.00;lecheria_salida_0;5.10;0.00;tripinfo_cost_ffaa_L1.51 routing_cost_ffaa_L1.51;360.00;cost_ffaa_L1.51;1;2931.29;0.99;0.00;90.57;liviano;;1;11.00
1283.00;fuerzas_armadas_entrada_0;144.11;5.03;882.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_cost_ffaa_L1.49 routing_cost_ffaa_L1.49;401.00;cost_ffaa_L1.49;1;2931.29;0.93;0.00;116.42;liviano;;2;5.00
1284.00;madre_vieja_entrada_0;821.32;16.26;867.00;3.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.60 routing_ffaa_madre_L.60;417.00;ffaa_madre_L.60;1;3392.44;0.99;0.00;143.78;liviano;;2;76.00
1285.00;fuerzas_armadas_entrada_1;144.11;5.65;864.00;0.00;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.60 routing_madre_ffaa_L.60;421.00;madre_ffaa_L.60;1;3393.90;1.07;0.00;124.11;liviano;;0;0.00
1286.00;costanera_entrada_1;84.07;6.28;1049.00;5.00;lecheria_salida_0;2.30;0.00;tripinfo_lech_cost_M.29 routing_lech_cost_M.29;237.00;lech_cost_M.29;1;2234.51;0.80;0.00;37.47;moto;;2;17.00
1289.00;lecheria_entrada_0;316.19;15.17;1036.00;6.40;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.143 routing_cost_lech_L.143;253.00;cost_lech_L.143;1;2236.88;0.94;0.00;94.86;liviano;;2;32.00
1290.00;fuerzas_armadas_entrada_0;144.11;4.26;850.00;0.40;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.59 routing_madre_ffaa_L.59;440.00;madre_ffaa_L.59;1;3393.90;0.84;0.00;87.12;liviano;;0;0.00
1290.00;madre_vieja_entrada_0;821.32;14.16;896.00;3.20;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_madre_L.62 routing_ffaa_madre_L.62;394.00;ffaa_madre_L.62;1;3392.44;0.88;0.00;104.54;liviano;;1;47.00
1290.00;lecheria_entrada_0;316.19;12.84;1023.00;0.60;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.142 routing_cost_lech_L.142;267.00;cost_lech_L.142;1;2230.85;0.79;0.00;84.37;liviano;;1;40.00
1292.00;costanera_entrada_0;84.07;5.80;974.00;2.00;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_res_perrokero5.27 routing_res_perrokero5.27;318.00;res_perrokero5.27;1;1321.78;0.81;0.00;142.66;liviano;;3;97.00
1292.00;lecheria_entrada_1;316.19;14.49;1044.00;0.00;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.145 routing_cost_lech_L.145;248.00;cost_lech_L.145;1;2230.85;0.89;0.00;86.80;liviano;;1;24.00
1295.00;lecheria_entrada_0;316.19;11.46;658.00;3.45;fuerzas_armadas_salida_0;12.10;0.00;tripinfo_ffaa_lech_P.6 routing_ffaa_lech_P.6;637.00;ffaa_lech_P.6;1;2899.39;0.70;30.00;247.81;pesado;;6;131.00
1296.00;fuerzas_armadas_entrada_0;144.11;3.47;821.00;0.20;madre_vieja_salida_0;5.10;0.00;tripinfo_madre_ffaa_L.57 routing_madre_ffaa_L.57;475.00;madre_ffaa_L.57;1;3393.90;0.85;0.00;117.79;liviano;;2;22.00
1297.00;lecheria_entrada_1;316.19;14.04;772.00;8.36;fuerzas_armadas_salida_0;5.10;0.00;tripinfo_ffaa_lech_C.7 routing_ffaa_lech_C.7;525.00;ffaa_lech_C.7;1;2906.39;0.86;15.00;235.51;carrito;;4;119.00
1297.00;fuerzas_armadas_entrada_1;144.11;4.34;864.00;0.00;lecheria_salida_0;5.10;0.00;tripinfo_cost_ffaa_L1.48 routing_cost_ffaa_L1.48;433.00;cost_ffaa_L1.48;1;2931.29;0.87;0.00;125.71;liviano;;3;10.00
1299.00;lecheria_entrada_0;316.19;13.60;1052.00;0.80;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.146 routing_cost_lech_L.146;247.00;cost_lech_L.146;1;2230.85;0.85;0.00;77.49;liviano;;1;18.00
1299.00;lecheria_entrada_1;316.19;14.58;1066.00;0.40;costanera_salida_0;5.10;0.00;tripinfo_cost_lech_L.148 routing_cost_lech_L.148;233.00;cost_lech_L.148;1;2230.85;0.94;0.00;79.04;liviano;;1;6.00
