data_timestep;lane_id;lane_queueing_length;lane_queueing_length_experimental;lane_queueing_time
1052.00;-371794626#2_1;15.20;15.20;13.00
1052.00;172344969#4_0;377.21;0.00;2.00
1052.00;172682268#1_1;38.51;38.51;13.00
1052.00;172682268#2_1;19.00;19.00;18.00
1052.00;FA_1_0;18.10;18.10;7.00
1052.00;FA_1_1;18.60;18.60;24.00
1052.00;FA_3_0;59.81;59.81;20.00
1052.00;avrio_1_1;5.10;5.10;13.00
1052.00;costanera_haciamadrevieja_1;6.00;6.00;22.00
1052.00;madre_vieja_salida_0;12.50;12.50;17.00
1052.00;madre_vieja_salida_1;9.70;9.70;25.00
1052.00;semaforo_caminoreal_FA_0;24.91;18.90;40.00
1052.00;semaforo_caminoreal_FA_1;21.70;15.20;38.00
1052.00;semaforo_caminoreal_elejercito_1;7.04;7.04;1.00
1053.00;:1835291742_8_0;5.10;5.10;3.00
1053.00;-371794626#1_0;55.01;42.51;36.00
1053.00;-371794626#1_1;51.51;45.01;37.00
1053.00;-371794626#2_0;13.00;13.00;22.00
1053.00;-371794626#2_1;15.20;15.20;14.00
1053.00;172682268#1_1;38.51;38.51;14.00
1053.00;172682268#2_1;19.00;19.00;19.00
1053.00;FA_1_0;0.00;17.08;0.00
1053.00;FA_1_1;18.60;18.60;25.00
1053.00;FA_3_0;59.81;59.81;21.00
1053.00;avrio_1_1;5.10;5.10;14.00
1053.00;costanera_haciamadrevieja_1;6.00;12.59;23.00
1053.00;madre_vieja_salida_0;12.50;12.50;18.00
1053.00;madre_vieja_salida_1;9.70;9.70;26.00
1053.00;semaforo_caminoreal_FA_0;24.91;18.90;41.00
1053.00;semaforo_caminoreal_FA_1;21.70;15.20;39.00
1053.00;semaforo_caminoreal_elejercito_1;7.00;7.00;2.00
1054.00;:interseccion_puerto_guaica_9_1;0.00;5.67;0.00
1054.00;-371794626#1_0;55.01;42.51;37.00
1054.00;-371794626#1_1;51.51;45.01;38.00
1054.00;-371794626#2_0;13.00;13.00;23.00
1054.00;-371794626#2_1;15.20;15.20;15.00
1054.00;172682268#1_1;38.51;38.51;15.00
1054.00;172682268#2_1;19.00;19.00;20.00
1054.00;FA_1_1;18.60;18.60;26.00
1054.00;FA_3_0;59.81;59.81;22.00
1054.00;avrio_1_1;5.10;5.10;15.00
1054.00;costanera_haciamadrevieja_1;12.54;12.54;24.00
1054.00;madre_vieja_salida_0;12.50;12.50;19.00
1054.00;madre_vieja_salida_1;9.70;9.70;27.00
1054.00;semaforo_caminoreal_FA_0;24.91;18.90;42.00
1054.00;semaforo_caminoreal_FA_1;21.70;15.20;40.00
1054.00;semaforo_caminoreal_elejercito_1;7.00;7.00;3.00
1054.00;semaforo_caminoreal_elejercito_2;0.00;7.06;0.00
1055.00;-371794626#1_0;55.01;42.51;38.00
1055.00;-371794626#1_1;51.51;45.01;39.00
1055.00;-371794626#2_0;13.00;13.00;24.00
1055.00;-371794626#2_1;15.20;15.20;16.00
1055.00;172344969#4_0;383.70;0.00;1.00
1055.00;172682268#1_1;38.51;38.51;16.00
1055.00;172682268#2_1;19.00;19.00;21.00
1055.00;FA_1_1;25.11;18.60;27.00
1055.00;FA_3_0;59.81;59.81;23.00
1055.00;avrio_1_1;5.10;5.10;16.00
1055.00;costanera_haciamadrevieja_0;0.00;19.23;0.00
1055.00;costanera_haciamadrevieja_1;12.51;12.51;25.00
1055.00;madre_vieja_salida_0;12.50;12.50;20.00
1055.00;madre_vieja_salida_1;9.70;9.70;28.00
1055.00;semaforo_caminoreal_FA_0;24.91;18.90;43.00
1055.00;semaforo_caminoreal_FA_1;21.70;15.20;41.00
1055.00;semaforo_caminoreal_elejercito_1;7.00;7.00;4.00
1055.00;semaforo_caminoreal_elejercito_2;7.00;7.00;1.00
1056.00;-371794626#1_0;55.01;42.51;39.00
1056.00;-371794626#1_1;51.51;45.01;40.00
1056.00;-371794626#2_0;13.00;13.00;25.00
1056.00;-371794626#2_1;15.20;15.20;17.00
1056.00;172344969#4_1;383.70;0.00;2.00
1056.00;172682268#1_1;38.51;38.51;17.00
1056.00;172682268#2_1;19.00;19.00;22.00
1056.00;371794626#11_0;0.00;13.18;0.00
1056.00;FA_1_1;25.10;18.60;14.00
1056.00;FA_3_0;59.81;59.81;24.00
1056.00;avrio_1_1;5.10;5.10;17.00
1056.00;costanera_hacialecheria_1;0.00;6.24;0.00
1056.00;costanera_haciamadrevieja_0;6.01;8.74;1.00
1056.00;costanera_haciamadrevieja_1;12.51;12.51;26.00
1056.00;madre_vieja_salida_0;12.50;12.50;12.00
1056.00;madre_vieja_salida_1;9.70;9.70;13.00
1056.00;semaforo_caminoreal_FA_0;24.91;18.90;44.00
1056.00;semaforo_caminoreal_FA_1;21.70;15.20;42.00
1056.00;semaforo_caminoreal_elejercito_1;7.00;7.00;5.00
1056.00;semaforo_caminoreal_elejercito_2;7.00;7.00;2.00
1057.00;-371794626#1_0;55.01;42.51;40.00
1057.00;-371794626#1_1;51.51;45.01;41.00
1057.00;-371794626#2_0;13.00;19.67;26.00
1057.00;-371794626#2_1;15.20;15.20;18.00
1057.00;172682268#1_1;38.51;38.51;18.00
1057.00;172682268#2_1;19.00;19.00;23.00
1057.00;FA_1_0;0.00;5.42;0.00
1057.00;FA_1_1;25.10;18.49;3.00
1057.00;FA_3_0;59.81;66.35;25.00
1057.00;avrio_1_1;5.10;5.10;18.00
1057.00;costanera_hacialecheria_1;0.00;9.18;0.00
1057.00;costanera_haciamadrevieja_0;8.71;15.40;2.00
1057.00;costanera_haciamadrevieja_1;12.50;12.50;27.00
1057.00;madre_vieja_salida_0;0.00;11.91;0.00
1057.00;semaforo_caminoreal_FA_0;24.91;18.90;45.00
1057.00;semaforo_caminoreal_FA_1;21.70;15.20;43.00
1057.00;semaforo_caminoreal_elejercito_1;7.00;7.00;6.00
1057.00;semaforo_caminoreal_elejercito_2;7.00;7.00;3.00
1058.00;:semaforo_costanera_4_1;0.00;18.07;0.00
1058.00;-371794626#1_0;55.01;42.51;41.00
1058.00;-371794626#1_1;51.51;45.01;42.00
1058.00;-371794626#2_0;13.00;19.54;27.00
1058.00;-371794626#2_1;15.20;15.20;19.00
1058.00;172682268#1_1;38.51;38.51;19.00
1058.00;172682268#2_1;19.00;19.00;24.00
1058.00;FA_1_0;25.04;0.00;4.00
1058.00;FA_1_1;0.00;18.21;0.00
1058.00;FA_3_0;66.32;66.32;26.00
1058.00;avrio_1_1;5.10;5.10;19.00
1058.00;costanera_haciamadrevieja_0;8.70;15.27;3.00
1058.00;costanera_haciamadrevieja_1;19.04;19.04;28.00
1058.00;lecheria_haciacaminoreal_1;0.00;6.46;0.00
1058.00;semaforo_caminoreal_FA_0;24.91;18.90;46.00
1058.00;semaforo_caminoreal_FA_1;21.70;15.20;44.00
1058.00;semaforo_caminoreal_elejercito_1;7.00;7.00;7.00
1058.00;semaforo_caminoreal_elejercito_2;7.00;7.00;4.00
1059.00;-371794626#1_0;55.01;42.51;42.00
1059.00;-371794626#1_1;51.51;45.01;43.00
1059.00;-371794626#2_0;19.51;19.51;28.00
1059.00;-371794626#2_1;15.20;15.20;20.00
1059.00;172682268#1_1;38.51;38.51;20.00
1059.00;172682268#2_1;19.00;19.00;25.00
1059.00;FA_1_0;0.00;23.97;0.00
1059.00;FA_1_1;0.00;17.46;0.00
1059.00;FA_3_0;59.81;59.81;27.00
1059.00;FA_3_1;66.31;66.31;2.00
1059.00;avrio_1_1;5.10;5.10;20.00
1059.00;costanera_haciamadrevieja_0;15.22;15.22;4.00
1059.00;costanera_haciamadrevieja_1;19.02;19.02;29.00
1059.00;costanera_puerto_guaica_hacialecheria_0;0.00;6.08;0.00
1059.00;lecheria_haciacaminoreal_1;0.00;6.16;0.00
1059.00;semaforo_caminoreal_FA_0;24.91;18.90;47.00
1059.00;semaforo_caminoreal_FA_1;21.70;15.20;45.00
1059.00;semaforo_caminoreal_elejercito_1;7.00;7.00;8.00
1059.00;semaforo_caminoreal_elejercito_2;7.00;9.76;5.00
1060.00;:1835291742_8_0;0.00;5.32;0.00
1060.00;-371794626#1_0;55.01;42.51;43.00
1060.00;-371794626#1_1;51.51;45.01;44.00
1060.00;-371794626#2_0;19.51;19.51;29.00
1060.00;-371794626#2_1;15.20;15.20;21.00
1060.00;172682268#1_1;38.51;38.51;21.00
1060.00;172682268#2_1;19.00;19.00;26.00
1060.00;FA_1_0;0.00;22.82;0.00
1060.00;FA_1_1;0.00;16.52;0.00
1060.00;FA_3_0;59.81;59.81;28.00
1060.00;avrio_1_1;5.10;5.10;21.00
1060.00;costanera_haciamadrevieja_0;15.21;15.21;5.00
1060.00;costanera_haciamadrevieja_1;19.01;19.01;30.00
1060.00;costanera_puerto_guaica_hacialecheria_0;6.01;6.01;1.00
1060.00;lecheria_haciacaminoreal_1;0.00;6.02;0.00
1060.00;semaforo_caminoreal_FA_0;24.91;18.90;48.00
1060.00;semaforo_caminoreal_FA_1;21.70;15.20;46.00
1060.00;semaforo_caminoreal_elejercito_1;7.00;7.00;9.00
1060.00;semaforo_caminoreal_elejercito_2;9.71;9.71;6.00
1061.00;:1835291742_8_0;0.00;5.16;0.00
1061.00;-371794626#1_0;55.01;42.51;44.00
1061.00;-371794626#1_1;51.51;45.01;45.00
1061.00;-371794626#2_0;19.50;19.50;30.00
1061.00;-371794626#2_1;15.20;15.20;22.00
1061.00;172682268#1_1;38.51;38.51;22.00
1061.00;172682268#2_1;19.00;19.00;27.00
1061.00;FA_1_1;0.00;15.37;0.00
1061.00;FA_3_0;59.81;59.81;29.00
1061.00;avrio_1_1;5.10;5.10;22.00
1061.00;costanera_haciamadrevieja_0;15.20;15.20;6.00
1061.00;costanera_haciamadrevieja_1;19.01;19.01;31.00
1061.00;costanera_puerto_guaica_hacialecheria_0;6.01;12.99;2.00
1061.00;lecheria_haciacaminoreal_0;0.00;6.23;0.00
1061.00;lecheria_haciacaminoreal_1;6.01;6.01;1.00
1061.00;semaforo_caminoreal_FA_0;24.91;18.90;49.00
1061.00;semaforo_caminoreal_FA_1;21.70;15.20;47.00
1061.00;semaforo_caminoreal_elejercito_1;7.00;7.00;10.00
1061.00;semaforo_caminoreal_elejercito_2;9.70;9.70;7.00
1062.00;:1835291742_8_0;5.13;5.13;1.00
1062.00;-371794626#1_0;55.01;42.51;45.00
1062.00;-371794626#1_1;51.51;45.01;46.00
1062.00;-371794626#2_0;19.50;19.50;31.00
1062.00;-371794626#2_1;15.20;15.20;23.00
1062.00;172682268#1_1;38.51;38.51;23.00
1062.00;172682268#2_1;19.00;19.00;28.00
1062.00;FA_1_1;0.00;14.11;0.00
1062.00;FA_3_0;59.81;59.81;30.00
1062.00;avrio_1_1;5.10;5.10;23.00
1062.00;costanera_haciamadrevieja_0;15.20;21.94;7.00
1062.00;costanera_haciamadrevieja_1;19.00;19.00;32.00
1062.00;costanera_puerto_guaica_hacialecheria_0;6.00;6.00;3.00
1062.00;costanera_puerto_guaica_hacialecheria_1;0.00;12.72;0.00
1062.00;lecheria_haciacaminoreal_0;0.00;6.05;0.00
1062.00;lecheria_haciacaminoreal_1;6.00;6.00;2.00
1062.00;semaforo_caminoreal_FA_0;24.91;18.90;50.00
1062.00;semaforo_caminoreal_FA_1;21.70;15.20;48.00
1062.00;semaforo_caminoreal_elejercito_1;7.00;7.00;11.00
1062.00;semaforo_caminoreal_elejercito_2;9.70;9.70;8.00
1063.00;:1835291742_8_0;5.11;5.11;2.00
1063.00;-371794626#1_0;55.01;42.51;46.00
1063.00;-371794626#1_1;51.51;45.01;47.00
1063.00;-371794626#2_0;19.50;19.50;32.00
1063.00;-371794626#2_1;15.20;21.83;24.00
1063.00;172682268#1_1;38.51;38.51;24.00
1063.00;172682268#2_1;19.00;19.00;29.00
1063.00;FA_3_0;66.36;66.36;31.00
1063.00;avrio_1_1;5.10;5.10;24.00
1063.00;costanera_haciamadrevieja_0;15.20;21.71;8.00
1063.00;costanera_haciamadrevieja_1;19.00;25.51;33.00
1063.00;costanera_puerto_guaica_hacialecheria_0;6.00;6.00;4.00
1063.00;costanera_puerto_guaica_hacialecheria_1;0.00;11.52;0.00
1063.00;lecheria_haciacaminoreal_0;6.02;6.02;1.00
1063.00;lecheria_haciacaminoreal_1;6.00;6.00;3.00
1063.00;semaforo_caminoreal_FA_0;24.91;18.90;51.00
1063.00;semaforo_caminoreal_FA_1;21.70;15.20;49.00
1063.00;semaforo_caminoreal_elejercito_1;7.00;13.67;12.00
1063.00;semaforo_caminoreal_elejercito_2;9.70;9.70;9.00
1064.00;:1835291742_8_0;5.10;5.10;3.00
1064.00;-371794626#1_0;55.01;42.51;47.00
1064.00;-371794626#1_1;51.51;45.01;48.00
1064.00;-371794626#2_0;19.50;19.50;33.00
1064.00;-371794626#2_1;15.20;21.71;25.00
1064.00;172682268#1_1;38.51;38.51;25.00
1064.00;172682268#2_1;19.00;19.00;30.00
1064.00;FA_3_0;59.81;59.81;32.00
1064.00;FA_3_1;66.33;66.33;2.00
1064.00;avrio_1_1;5.10;5.10;25.00
1064.00;costanera_haciamadrevieja_0;21.71;21.71;9.00
1064.00;costanera_haciamadrevieja_1;25.51;25.51;34.00
1064.00;costanera_puerto_guaica_hacialecheria_0;6.00;6.00;5.00
1064.00;lecheria_haciacaminoreal_0;6.00;6.00;2.00
1064.00;lecheria_haciacaminoreal_1;6.00;6.00;4.00
1064.00;semaforo_caminoreal_FA_0;24.91;18.90;52.00
1064.00;semaforo_caminoreal_FA_1;21.70;15.20;50.00
1064.00;semaforo_caminoreal_elejercito_1;7.00;13.56;13.00
1064.00;semaforo_caminoreal_elejercito_2;9.70;9.70;10.00
1065.00;:1835291742_8_0;5.10;5.10;4.00
1065.00;-371794626#1_0;55.01;42.51;48.00
1065.00;-371794626#1_1;51.51;45.01;49.00
1065.00;-371794626#2_0;19.50;19.50;34.00
1065.00;-371794626#2_1;21.70;21.70;26.00
1065.00;172682268#1_1;38.51;38.51;26.00
1065.00;172682268#2_1;19.00;19.00;31.00
1065.00;FA_3_0;59.81;59.81;33.00
1065.00;avrio_1_1;5.10;5.10;26.00
1065.00;costanera_haciamadrevieja_0;21.70;21.70;10.00
1065.00;costanera_haciamadrevieja_1;25.50;25.50;35.00
1065.00;costanera_puerto_guaica_hacialecheria_0;6.00;6.00;6.00
1065.00;lecheria_haciacaminoreal_0;6.00;6.00;3.00
1065.00;lecheria_haciacaminoreal_1;6.00;6.00;5.00
1065.00;semaforo_caminoreal_FA_0;24.91;18.90;53.00
1065.00;semaforo_caminoreal_FA_1;21.70;15.20;51.00
1065.00;semaforo_caminoreal_elejercito_1;13.52;13.52;14.00
1065.00;semaforo_caminoreal_elejercito_2;9.70;9.70;11.00
1066.00;:1835291742_8_0;5.10;5.10;5.00
1066.00;-371794626#1_0;55.01;42.51;49.00
1066.00;-371794626#1_1;51.51;45.01;50.00
1066.00;-371794626#2_0;19.50;19.50;35.00
1066.00;-371794626#2_1;21.70;21.70;27.00
1066.00;172682268#1_1;38.51;38.51;27.00
1066.00;172682268#2_1;19.00;19.00;32.00
1066.00;FA_1_0;0.00;5.30;0.00
1066.00;FA_3_0;59.81;59.81;34.00
1066.00;avrio_1_1;5.10;5.10;27.00
1066.00;costanera_haciamadrevieja_0;21.70;21.70;11.00
1066.00;costanera_haciamadrevieja_1;25.50;25.50;36.00
1066.00;costanera_puerto_guaica_hacialecheria_0;6.00;12.82;7.00
1066.00;lecheria_haciacaminoreal_0;6.00;6.00;4.00
1066.00;lecheria_haciacaminoreal_1;6.00;12.58;6.00
1066.00;semaforo_caminoreal_FA_0;24.91;18.90;53.00
1066.00;semaforo_caminoreal_FA_1;21.70;15.20;49.00
1066.00;semaforo_caminoreal_elejercito_1;13.51;13.51;15.00
1066.00;semaforo_caminoreal_elejercito_2;9.70;9.70;12.00
1067.00;-371794626#1_0;55.01;42.51;50.00
1067.00;-371794626#1_1;51.51;45.01;51.00
1067.00;-371794626#2_0;19.50;19.50;36.00
1067.00;-371794626#2_1;21.70;21.70;28.00
1067.00;172682268#1_1;38.51;38.51;28.00
1067.00;172682268#2_1;19.00;19.00;33.00
1067.00;FA_1_0;0.00;5.18;0.00
1067.00;FA_1_1;0.00;13.40;0.00
1067.00;FA_3_0;59.81;66.81;35.00
1067.00;avrio_1_1;5.10;5.10;28.00
1067.00;costanera_haciamadrevieja_0;21.70;21.70;12.00
1067.00;costanera_haciamadrevieja_1;25.50;25.50;37.00
1067.00;costanera_puerto_guaica_hacialecheria_0;6.00;19.47;8.00
1067.00;lecheria_haciacaminoreal_0;6.00;6.00;5.00
1067.00;lecheria_haciacaminoreal_1;12.52;12.52;7.00
1067.00;semaforo_caminoreal_FA_0;24.91;18.90;52.00
1067.00;semaforo_caminoreal_FA_1;21.70;15.20;49.00
1067.00;semaforo_caminoreal_costanera_0;0.00;7.91;0.00
1067.00;semaforo_caminoreal_elejercito_1;13.50;13.50;16.00
1067.00;semaforo_caminoreal_elejercito_2;9.70;9.70;13.00
1068.00;-371794626#1_0;55.01;42.51;51.00
1068.00;-371794626#1_1;51.51;45.01;52.00
1068.00;-371794626#2_0;19.50;19.50;37.00
1068.00;-371794626#2_1;21.70;21.70;29.00
1068.00;172682268#1_1;38.51;38.51;29.00
1068.00;172682268#2_1;19.00;19.00;34.00
1068.00;FA_1_0;5.10;5.10;1.00
1068.00;FA_1_1;0.00;12.12;0.00
1068.00;FA_3_0;59.81;66.41;36.00
1068.00;avrio_1_1;5.10;5.10;29.00
1068.00;costanera_haciamadrevieja_0;21.70;21.70;13.00
1068.00;costanera_haciamadrevieja_1;25.50;25.50;38.00
1068.00;costanera_puerto_guaica_hacialecheria_0;12.51;19.27;9.00
1068.00;lecheria_haciacaminoreal_0;6.00;6.00;6.00
1068.00;lecheria_haciacaminoreal_1;12.50;12.50;8.00
1068.00;semaforo_caminoreal_FA_0;24.91;18.90;52.00
1068.00;semaforo_caminoreal_FA_1;21.70;0.00;48.00
1068.00;semaforo_caminoreal_costanera_0;0.00;7.41;0.00
1068.00;semaforo_caminoreal_elejercito_1;13.50;13.50;17.00
1068.00;semaforo_caminoreal_elejercito_2;9.70;9.70;14.00
1069.00;-371794626#1_0;55.01;42.51;52.00
1069.00;-371794626#1_1;51.51;45.01;53.00
1069.00;-371794626#2_0;19.50;19.50;38.00
1069.00;-371794626#2_1;21.70;21.70;30.00
1069.00;172682268#1_1;38.51;38.51;30.00
1069.00;172682268#2_1;19.00;19.00;35.00
1069.00;FA_1_1;0.00;11.78;0.00
1069.00;FA_3_0;66.31;66.31;37.00
1069.00;avrio_1_1;5.10;5.10;30.00
1069.00;costanera_haciamadrevieja_0;21.70;21.70;13.00
1069.00;costanera_haciamadrevieja_1;25.50;25.50;16.00
1069.00;costanera_puerto_guaica_hacialecheria_0;12.50;12.50;10.00
1069.00;costanera_puerto_guaica_hacialecheria_1;0.00;19.09;0.00
1069.00;lecheria_haciacaminoreal_0;6.00;6.00;7.00
1069.00;lecheria_haciacaminoreal_1;12.50;12.50;9.00
1069.00;semaforo_caminoreal_FA_0;24.91;18.06;50.00
1069.00;semaforo_caminoreal_FA_1;0.00;20.39;0.00
1069.00;semaforo_caminoreal_costanera_0;0.00;7.09;0.00
1069.00;semaforo_caminoreal_elejercito_1;13.50;13.50;18.00
1069.00;semaforo_caminoreal_elejercito_2;9.70;9.70;15.00
1070.00;-371794626#1_0;55.01;42.51;53.00
1070.00;-371794626#1_1;51.51;45.01;50.00
1070.00;-371794626#2_0;19.50;19.50;39.00
1070.00;-371794626#2_1;21.70;21.70;31.00
1070.00;172682268#1_1;38.51;38.51;31.00
1070.00;172682268#2_1;19.00;19.00;36.00
1070.00;FA_3_0;59.81;59.81;38.00
1070.00;FA_3_1;66.31;66.31;2.00
1070.00;avrio_1_1;5.10;5.10;31.00
1070.00;costanera_haciamadrevieja_0;21.70;21.70;12.00
1070.00;costanera_haciamadrevieja_1;25.50;25.50;13.00
1070.00;costanera_puerto_guaica_hacialecheria_0;12.50;12.50;11.00
1070.00;lecheria_haciacaminoreal_0;6.00;6.00;8.00
1070.00;lecheria_haciacaminoreal_1;12.50;12.50;10.00
1070.00;semaforo_caminoreal_costanera_0;7.01;7.01;1.00
1070.00;semaforo_caminoreal_elejercito_1;13.50;13.50;19.00
1070.00;semaforo_caminoreal_elejercito_2;9.70;9.70;16.00
1071.00;-371794626#1_0;55.01;42.51;52.00
1071.00;-371794626#1_1;51.51;45.01;49.00
1071.00;-371794626#2_0;19.50;19.50;40.00
1071.00;-371794626#2_1;21.70;21.70;32.00
1071.00;172682268#1_1;38.51;38.51;32.00
1071.00;172682268#2_1;19.00;19.00;37.00
1071.00;FA_3_0;59.81;59.81;39.00
1071.00;avrio_1_1;5.10;5.10;32.00
1071.00;costanera_haciamadrevieja_0;21.70;21.70;8.00
1071.00;costanera_haciamadrevieja_1;25.50;25.50;8.00
1071.00;costanera_puerto_guaica_hacialecheria_0;12.50;12.50;12.00
1071.00;lecheria_haciacaminoreal_0;6.00;6.00;9.00
1071.00;lecheria_haciacaminoreal_1;12.50;12.50;11.00
1071.00;semaforo_caminoreal_costanera_0;7.00;7.00;2.00
1071.00;semaforo_caminoreal_elejercito_1;13.50;13.50;20.00
1071.00;semaforo_caminoreal_elejercito_2;9.70;9.70;17.00
1072.00;-371794626#1_0;55.01;42.51;51.00
1072.00;-371794626#1_1;51.51;45.01;49.00
1072.00;-371794626#2_0;19.50;19.50;41.00
1072.00;-371794626#2_1;21.70;21.70;33.00
1072.00;172682268#1_1;38.51;38.51;33.00
1072.00;172682268#2_1;19.00;19.00;38.00
1072.00;FA_3_0;59.81;59.81;40.00
1072.00;avrio_1_1;5.10;5.10;33.00
1072.00;costanera_haciamadrevieja_0;0.00;20.64;0.00
1072.00;costanera_haciamadrevieja_1;0.00;24.83;0.00
1072.00;costanera_puerto_guaica_hacialecheria_0;12.50;12.50;13.00
1072.00;lecheria_haciacaminoreal_0;6.00;6.00;10.00
1072.00;lecheria_haciacaminoreal_1;12.50;12.50;12.00
1072.00;semaforo_caminoreal_costanera_0;7.00;7.00;3.00
1072.00;semaforo_caminoreal_elejercito_1;13.50;20.09;21.00
1072.00;semaforo_caminoreal_elejercito_2;9.70;16.22;18.00
1073.00;-371794626#1_0;55.01;42.51;50.00
1073.00;-371794626#1_1;51.51;45.01;49.00
1073.00;-371794626#2_0;19.50;26.28;42.00
1073.00;-371794626#2_1;21.70;21.70;34.00
1073.00;172682268#1_1;38.51;38.51;34.00
1073.00;172682268#2_1;19.00;19.00;39.00
1073.00;FA_3_0;59.81;59.81;41.00
1073.00;FA_3_1;0.00;66.33;0.00
1073.00;avrio_1_1;5.10;5.10;34.00
1073.00;costanera_haciamadrevieja_1;0.00;23.70;0.00
1073.00;costanera_puerto_guaica_hacialecheria_0;6.00;6.00;14.00
1073.00;costanera_puerto_guaica_hacialecheria_1;12.50;12.50;6.00
1073.00;lecheria_haciacaminoreal_0;6.00;6.00;11.00
1073.00;lecheria_haciacaminoreal_1;12.50;19.14;13.00
1073.00;semaforo_caminoreal_costanera_0;7.00;7.00;4.00
1073.00;semaforo_caminoreal_elejercito_1;20.03;20.03;22.00
1073.00;semaforo_caminoreal_elejercito_2;16.20;16.20;19.00
1074.00;-371794626#1_0;55.01;42.51;49.00
1074.00;-371794626#1_1;51.51;45.01;49.00
1074.00;-371794626#2_0;19.50;26.08;43.00
1074.00;-371794626#2_1;21.70;21.70;35.00
1074.00;172682268#1_1;38.51;38.51;35.00
1074.00;172682268#2_1;19.00;19.00;40.00
1074.00;FA_3_0;59.81;59.81;42.00
1074.00;avrio_1_1;5.10;5.10;35.00
1074.00;costanera_puerto_guaica_hacialecheria_0;6.00;6.00;15.00
1074.00;lecheria_haciacaminoreal_0;6.00;6.00;12.00
1074.00;lecheria_haciacaminoreal_1;19.04;19.04;14.00
1074.00;semaforo_caminoreal_costanera_0;7.00;7.00;5.00
1074.00;semaforo_caminoreal_costanera_1;0.00;7.37;0.00
1074.00;semaforo_caminoreal_elejercito_1;20.01;20.01;23.00
1074.00;semaforo_caminoreal_elejercito_2;16.20;16.20;20.00
1075.00;-371794626#1_0;55.01;42.37;49.00
1075.00;-371794626#1_1;51.51;45.01;47.00
1075.00;-371794626#2_0;26.01;26.01;44.00
1075.00;-371794626#2_1;21.70;21.70;36.00
1075.00;172682268#1_1;38.51;38.51;36.00
1075.00;172682268#2_1;19.00;19.00;41.00
1075.00;FA_3_0;59.81;59.81;43.00
1075.00;avrio_1_1;5.10;5.10;36.00
1075.00;costanera_puerto_guaica_hacialecheria_0;6.00;6.00;16.00
1075.00;lecheria_haciacaminoreal_0;6.00;6.00;13.00
1075.00;lecheria_haciacaminoreal_1;19.01;19.01;15.00
1075.00;semaforo_caminoreal_costanera_0;7.00;7.00;6.00
1075.00;semaforo_caminoreal_costanera_1;0.00;7.05;0.00
1075.00;semaforo_caminoreal_elejercito_1;20.00;20.00;24.00
1075.00;semaforo_caminoreal_elejercito_2;16.20;16.20;21.00
1076.00;-371794626#1_0;55.01;42.05;48.00
1076.00;-371794626#1_1;51.51;44.71;47.00
1076.00;-371794626#2_0;26.00;26.00;45.00
1076.00;-371794626#2_1;21.70;21.70;37.00
1076.00;172682268#1_1;38.51;45.12;37.00
1076.00;172682268#2_1;19.00;19.00;42.00
1076.00;FA_3_0;59.81;59.81;41.00
1076.00;avrio_1_1;5.10;5.10;37.00
1076.00;costanera_puerto_guaica_hacialecheria_0;6.00;6.00;17.00
1076.00;lecheria_haciacaminoreal_0;6.00;12.54;14.00
1076.00;lecheria_haciacaminoreal_1;19.01;19.01;16.00
1076.00;semaforo_caminoreal_costanera_0;7.00;7.00;7.00
1076.00;semaforo_caminoreal_costanera_1;7.01;7.01;1.00
1076.00;semaforo_caminoreal_elejercito_1;20.00;20.00;25.00
1076.00;semaforo_caminoreal_elejercito_2;16.20;16.20;22.00
1077.00;-371794626#1_0;54.93;41.62;49.00
1077.00;-371794626#2_0;26.00;26.00;46.00
1077.00;-371794626#2_1;21.70;28.25;38.00
1077.00;172682268#1_1;45.04;45.04;38.00
1077.00;172682268#2_1;19.00;19.00;43.00
1077.00;FA_3_0;59.81;59.81;40.00
1077.00;avrio_1_1;5.10;5.10;38.00
1077.00;costanera_puerto_guaica_hacialecheria_1;6.00;6.00;18.00
1077.00;lecheria_haciacaminoreal_0;12.51;12.51;15.00
1077.00;lecheria_haciacaminoreal_1;19.00;19.00;17.00
1077.00;semaforo_caminoreal_costanera_0;7.00;7.00;8.00
1077.00;semaforo_caminoreal_costanera_1;7.00;7.00;2.00
1077.00;semaforo_caminoreal_elejercito_1;20.00;20.00;26.00
1077.00;semaforo_caminoreal_elejercito_2;16.20;16.20;23.00
1078.00;-371794626#1_0;0.00;40.91;0.00
1078.00;-371794626#2_0;26.00;26.00;47.00
1078.00;-371794626#2_1;28.22;28.22;37.00
1078.00;172682268#1_1;45.01;45.01;39.00
1078.00;172682268#2_1;19.00;19.00;44.00
1078.00;FA_3_0;53.31;53.31;40.00
1078.00;FA_3_1;59.81;59.81;29.00
1078.00;avrio_1_1;5.10;5.10;39.00
1078.00;lecheria_haciacaminoreal_0;12.50;12.50;16.00
1078.00;lecheria_haciacaminoreal_1;19.00;19.00;18.00
1078.00;semaforo_caminoreal_costanera_0;7.00;7.00;9.00
1078.00;semaforo_caminoreal_costanera_1;7.00;7.00;3.00
1078.00;semaforo_caminoreal_elejercito_1;20.00;20.00;27.00
1078.00;semaforo_caminoreal_elejercito_2;16.20;16.20;24.00
1079.00;-371794626#1_0;0.00;39.53;0.00
1079.00;-371794626#2_0;26.00;26.00;48.00
1079.00;-371794626#2_1;28.21;28.21;34.00
1079.00;172682268#1_1;45.01;45.01;40.00
1079.00;172682268#2_1;19.00;19.00;45.00
